Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,TotRmsAbvGrd,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,Fireplaces,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_No_fireplace,FireplaceQu_Po,FireplaceQu_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No_garage,GarageYrBlt,GarageFinish_Fin,GarageFinish_No_garage,GarageFinish_RFn,GarageFinish_Unf,GarageCars,GarageArea,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_No_garage,GarageQual_Po,GarageQual_TA,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_No_garage,GarageCond_Po,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
0,0,0,0,1,1248,0,0,1248,0,0,2,0,2,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2005.0,1,0,0,0,2,438,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,108,0,0,0,0,0,0,3,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,167240
0,0,0,0,1,1498,0,0,1498,0,0,2,0,2,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2006.0,0,0,1,0,2,675,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,351,33,0,0,0,0,0,4,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,204900
0,0,0,0,1,1010,1257,0,2267,0,0,2,1,4,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,0,0,1,0,2,390,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,120,46,0,0,0,0,0,12,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,200000
0,0,0,0,1,811,741,0,1552,1,0,2,1,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1975.0,0,0,1,0,2,434,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,209,208,0,0,0,0,0,2,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,179900
0,0,0,0,1,864,0,0,864,0,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1989.0,0,0,0,1,2,576,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,216,0,0,0,0,0,0,3,2009,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,97000
0,0,0,0,1,2392,0,0,2392,0,0,2,0,3,1,1,0,0,0,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2003.0,1,0,0,0,3,968,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,248,105,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,386250
0,0,0,0,1,630,672,0,1302,0,0,2,1,3,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1991.0,0,0,0,1,1,280,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,112000
0,0,0,0,1,1214,1306,0,2520,0,0,2,1,4,1,0,0,1,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1995.0,0,0,1,0,3,721,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,224,114,0,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,290000
0,0,0,0,1,483,504,0,987,0,0,1,1,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1987.0,0,0,0,1,1,280,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,106000
0,0,0,0,1,912,0,0,912,0,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1974.0,0,0,0,1,1,336,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,125000
0,0,0,0,1,1555,0,0,1555,0,0,2,0,2,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2005.0,1,0,0,0,2,430,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,143,20,0,0,0,0,0,5,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,192500
0,0,0,0,1,1194,0,0,1194,1,0,1,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1959.0,0,0,1,0,1,312,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,120,0,0,0,0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,148000
0,0,0,0,1,1490,1304,0,2794,1,0,2,1,4,1,1,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1995.0,1,0,0,0,3,810,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,146,202,0,0,0,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,403000
0,0,0,0,1,483,504,0,987,0,0,1,1,2,1,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1972.0,0,0,0,1,1,288,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,94500
0,0,0,0,1,894,0,0,894,1,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1976.0,0,0,0,1,1,308,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,365,0,0,0,0,0,0,2,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,128200
0,0,0,0,1,860,1100,0,1960,1,0,2,1,4,1,0,0,1,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2002.0,1,0,0,0,2,440,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,288,48,0,0,0,0,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,216500
0,0,0,0,1,483,504,0,987,0,0,1,1,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1971.0,0,0,0,1,1,264,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,89500
0,0,0,0,1,1414,0,0,1414,0,0,2,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2004.0,0,0,1,0,2,494,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,132,105,0,0,0,0,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,185500
0,0,0,0,1,1014,730,0,1744,0,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1993.0,0,0,1,0,2,457,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,370,70,0,238,0,0,0,2,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,194500
0,0,0,0,1,1694,0,0,1694,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2007.0,1,0,0,0,3,818,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,168,228,0,0,0,0,0,12,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,318000
1,0,0,0,0,798,689,0,1487,0,0,1,1,3,1,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1949.0,0,0,0,1,1,220,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,140,0,0,0,0,0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113000
0,0,0,0,1,1566,0,0,1566,1,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2008.0,0,0,1,0,2,750,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,144,168,0,0,0,0,0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,262500
0,0,0,0,1,866,0,0,866,0,0,1,0,2,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1973.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,58,42,0,0,0,0,0,8,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110500
1,0,0,0,0,889,551,0,1440,0,0,1,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1940.0,0,0,0,1,1,352,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77,0,0,0,0,4,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,79000
0,0,0,0,1,626,591,0,1217,0,0,1,1,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1980.0,0,0,1,0,1,288,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28,0,0,0,0,0,4,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120000
0,0,0,0,1,1222,888,0,2110,1,0,2,1,3,1,0,0,1,0,8,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1994.0,0,0,1,0,2,463,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,130,0,0,0,0,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,205000
0,0,0,0,1,1872,0,0,1872,0,1,2,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1988.0,1,0,0,0,2,604,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,197,39,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,241500
0,0,1,0,0,908,1020,0,1928,0,0,2,0,4,2,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1910.0,0,0,0,1,1,440,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,60,112,0,0,0,0,4,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,137000
0,0,0,0,1,1375,0,0,1375,0,0,1,0,2,1,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1954.0,0,0,0,1,2,451,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,140000
0,0,0,0,1,840,828,0,1668,0,0,2,1,3,1,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2003.0,0,0,1,0,2,500,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,144,68,0,0,0,0,0,9,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,180000
0,0,0,0,1,1444,700,0,2144,0,1,2,0,4,1,0,0,1,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1958.0,1,0,0,0,2,389,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,98,0,0,0,0,500,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,277000
0,0,0,0,1,1306,0,0,1306,0,0,1,0,3,1,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1991.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,263,0,0,0,0,0,450,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,76500
0,0,0,0,1,1625,0,0,1625,1,1,2,0,2,1,0,0,1,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2006.0,1,0,0,0,2,538,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,123,0,0,0,153,0,0,12,2007,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,235000
0,0,0,0,1,798,842,0,1640,0,0,2,1,3,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2004.0,0,0,1,0,2,520,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,138,45,0,0,0,0,0,12,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,173000
0,0,0,0,1,1302,0,0,1302,0,1,2,0,3,1,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1964.0,0,0,1,0,1,309,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,333,0,0,0,0,0,0,10,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,158000
0,0,0,0,1,1314,0,0,1314,1,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1957.0,0,0,1,0,1,294,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,250,0,0,0,0,0,0,6,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,145000
0,0,0,0,1,1005,1286,0,2291,0,0,2,1,4,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1999.0,1,0,0,0,2,429,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,192,0,0,0,0,0,0,2,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,230000
0,0,0,0,1,864,864,0,1728,0,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2003.0,0,0,1,0,2,673,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,216,56,0,0,0,0,0,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,207500
0,0,0,0,1,1604,0,0,1604,1,0,2,1,3,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2006.0,0,0,1,0,2,660,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,123,110,0,0,0,0,0,3,2009,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,220000
0,0,0,0,1,963,829,0,1792,0,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2001.0,0,0,1,0,2,564,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,96,0,245,0,0,0,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,231500
1,0,0,0,0,882,0,0,882,0,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1956.0,0,0,0,1,1,308,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,45,0,0,0,0,0,12,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,97000
0,0,0,0,1,1382,0,0,1382,1,0,1,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1991.0,0,0,0,1,2,884,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,252,0,0,0,0,5,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,176000
0,0,0,0,1,1482,1092,0,2574,0,0,2,1,3,1,1,0,0,0,10,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2007.0,1,0,0,0,3,868,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,148,0,0,0,0,0,11,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,276000
0,0,0,0,1,1212,0,0,1212,1,0,1,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1978.0,0,0,0,1,2,492,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,292,12,0,0,0,0,0,7,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,151000
0,0,0,0,1,926,0,390,1316,1,0,1,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1974.0,0,0,0,1,2,484,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,130000
0,0,1,0,0,764,0,0,764,0,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1965.0,0,0,0,1,2,504,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,73000
0,0,0,0,1,1422,0,0,1422,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1981.0,1,0,0,0,2,576,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,276,0,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,175500
0,0,0,0,1,802,709,0,1511,1,0,2,1,3,1,0,0,0,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1997.0,1,0,0,0,2,413,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,95,75,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,185000
0,0,0,0,1,1052,720,420,2192,0,0,2,1,4,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1939.0,0,0,0,1,1,240,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,262,24,0,0,0,0,0,7,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,179500
0,0,0,0,1,778,0,0,778,0,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1966.0,1,0,0,0,1,924,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,2,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120500
0,0,0,0,1,1113,0,0,1113,1,0,1,1,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1987.0,0,0,1,0,1,504,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,370,30,0,0,0,0,0,5,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,148000
0,0,0,0,1,1095,844,0,1939,0,0,2,1,3,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2006.0,0,0,1,0,3,1053,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,192,51,0,0,0,0,0,8,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,266000
0,0,0,0,1,1363,0,0,1363,1,0,1,0,2,1,0,0,0,1,5,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1954.0,0,0,0,1,2,439,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,81,0,0,0,0,0,0,4,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,241500
0,0,0,0,1,1164,1106,0,2270,0,0,2,1,4,1,0,0,1,0,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1999.0,1,0,0,0,3,671,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,132,57,0,0,0,0,0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,290000
0,0,0,0,1,1632,0,0,1632,1,0,2,0,3,1,0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1958.0,0,0,1,0,1,338,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,289,0,0,0,0,0,0,4,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,139000
0,0,0,0,1,816,0,0,816,0,0,1,0,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1982.0,0,0,0,1,1,264,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,168,0,0,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,124500
0,0,0,0,1,952,596,0,1548,0,0,2,1,3,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1978.0,0,0,0,1,2,672,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,74,0,0,0,144,0,0,10,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,205000
0,0,0,0,1,1560,0,0,1560,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2003.0,1,0,0,0,2,573,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,100,150,0,0,0,0,0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,201000
0,0,0,0,1,864,0,0,864,0,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1951.0,0,0,0,1,2,400,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,141000
0,0,0,0,1,2121,0,0,2121,0,0,2,1,3,1,1,0,0,0,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2007.0,1,0,0,0,3,732,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,124,98,0,0,142,0,0,5,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,415298
0,0,0,0,1,1156,866,0,2022,0,0,2,1,4,1,0,0,0,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1977.0,1,0,0,0,2,505,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,288,117,0,0,0,0,0,3,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,192000
0,0,0,0,1,1175,807,0,1982,0,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1989.0,1,0,0,0,2,575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,84,0,196,0,0,0,1,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,228500
0,0,0,0,1,1262,0,0,1262,0,0,2,0,2,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2006.0,1,0,0,0,2,572,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,120,0,0,0,0,0,5,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,185000
0,0,0,0,1,1314,0,0,1314,1,0,2,0,2,1,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2008.0,0,0,1,0,2,626,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,172,62,0,0,0,0,0,4,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,207500
0,0,0,0,1,1468,0,0,1468,0,0,2,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2008.0,1,0,0,0,3,898,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,210,150,0,0,0,0,0,12,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,244600
0,0,0,0,1,1575,0,0,1575,1,0,2,0,2,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1992.0,0,0,1,0,2,529,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52,0,0,0,0,7,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,179200
0,0,0,0,1,625,625,0,1250,0,0,2,1,2,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2006.0,0,0,1,0,2,528,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,54,0,0,0,0,0,6,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,164700
0,0,0,0,1,1085,649,0,1734,0,0,1,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1962.0,0,0,1,0,2,440,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,128,0,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,159000
0,0,0,0,1,858,0,0,858,0,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1982.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,88000
0,0,0,0,1,900,0,0,900,0,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1970.0,0,0,0,1,1,280,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,122000
1,0,0,0,0,698,698,0,1396,0,0,1,0,3,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2003.0,0,0,0,1,1,384,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,259,0,0,7,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,153575
0,0,0,0,1,1079,840,0,1919,0,0,2,1,3,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2006.0,0,0,1,0,2,685,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,51,0,0,0,0,0,7,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,233230
